BILLIARD,GOLF,X.1500M,X.2KROW,X.12MINTR,BENCH,CURL,MAXPUSHU
-2.25E-01,-1.128939374,0.415271151,0.388647847,0.598084444,-0.47361071,0.559940845,-1.615727079
3.90E-01,0.551277681,0.195413554,1.238385423,0.695891979,-0.568684281,0.233718888,0.535814169
-4.87E-01,-0.052004449,0.383065826,0.594798009,1.126051932,-0.41922162,-1.975029467,0.778411225
3.48E-01,-0.928109801,1.54796009,-0.0789238,1.215973789,-0.850195135,-0.67482082,0.118273543
-5.41E-01,0.486572352,1.847287086,-0.628112226,-0.509437911,-0.583548599,-1.076420028,-0.140432593
1.37E+00,-0.050419315,1.515135045,0.706227825,0.104583082,1.692550236,1.908149058,1.940833266
-1.33E+00,-0.638230425,0.166472006,-1.3822191,-0.529814412,-1.113051789,-0.310163602,-1.557316819
3.48E-01,0.843136,-0.077642523,0.86156744,-0.410605698,0.931008375,1.188685659,0.642860027
1.42E+00,0.5177065,-0.192987449,1.230551171,0.366631025,1.078878625,-0.004287445,-0.128177528
1.76E+00,1.019257823,1.938306392,1.352253127,2.100454818,0.498057279,-0.68998221,1.791984873
1.47E-01,-0.660764736,-0.073671007,-0.166243861,1.299477818,0.004724753,-1.524034908,-0.13392898
-1.66E+00,-0.854882215,0.67565375,0.563656963,1.314487414,-0.833171245,-0.861026919,-0.115814381
6.66E-02,-0.023782535,0.983158836,0.455256636,0.991316882,0.165673417,0.577145113,0.895409836
1.43E+00,0.768206646,-0.158451929,-0.828787684,-0.974734236,0.674551112,-1.525064263,1.922375806
3.09E+00,1.302384502,-1.263228653,0.448589333,-0.48779408,-0.807837105,-1.775911291,-0.847710959
-1.30E+00,-1.049466134,0.392668389,-0.518519581,-0.195798179,-0.802305649,-1.911089115,0.502103685
4.34E-01,0.858793242,0.916893706,0.024321697,-1.049528349,0.849942528,-0.638491943,0.094898425
1.96E-01,-0.79285847,-1.009895353,0.023751757,-0.826110834,-0.441015194,0.450760094,-0.722932059
-6.07E-01,-0.012373724,-0.065242939,-0.278804547,0.058096833,-0.989058007,-0.488262973,-0.387168282
-1.02E+00,-0.843476874,0.521409284,1.272649189,0.054163338,1.325354435,0.341359327,0.975392301
-1.25E+00,-0.370580549,1.248415995,0.805178984,1.586622345,0.357767237,0.973299131,0.737014791
5.99E-01,-0.506722281,-0.468561808,0.291336602,-0.436961351,0.226366789,-0.485267911,0.111084362
3.72E-01,-0.200522689,-1.362948198,0.170956644,-0.142573803,-0.764162495,-1.168513916,-2.00703914
-1.07E+00,-0.683199126,-0.031117483,0.706797295,-0.11332956,0.94382229,0.759835057,0.282613983
1.62E+00,3.189197627,0.785976873,0.402852706,0.123315861,0.07336211,-0.980168891,0.247485027
-9.31E-01,0.391187626,0.769611156,1.295259104,0.027276441,-1.493070512,-0.599637555,-1.60136652
-1.27E-01,-0.090566487,0.128080227,-0.78141561,-0.080500235,1.668841211,1.093799984,-0.394014178
-5.37E-02,-1.080506365,-0.546835279,-1.31244148,-0.557318595,-0.797734886,-1.836509399,-0.968695011
6.15E-01,0.249501301,0.807184915,-0.699595626,1.334664312,-1.242844526,-0.481164633,-1.431070933
2.07E-01,0.244146851,1.228579665,0.64932468,1.84657619,-0.069006886,0.227527204,1.141870068
-9.49E-01,-0.73705949,-1.022552606,-1.635460753,-0.441601573,0.008710522,0.270627605,-1.479574064
1.22E+00,0.499169318,1.099741276,1.411657244,0.418235288,-0.550060784,-0.528943678,0.646985457
1.59E+00,0.361296561,0.506294156,-0.848981024,1.422676127,0.885594256,-0.042472691,-1.093100617
-5.58E-01,-1.208106536,-0.022193531,-0.220731911,-1.083962101,0.096466343,-0.603776602,0.996296258
-1.06E+00,-2.11193181,-0.153247962,-0.324660077,-0.31759033,0.187146238,-0.336837916,1.224696847
1.12E-01,0.271770794,0.931960781,0.390972756,-0.302783978,-1.327290734,-1.540139645,-0.093992992
-4.85E-01,0.698085292,-0.038183184,1.516616993,0.632104165,0.843485702,0.608395314,1.037933319
6.40E-02,-0.190796303,1.100212301,0.004743185,0.588140879,0.747418681,0.914685707,-0.101472117
7.61E-01,0.182393489,0.100772688,0.09748637,-0.882712037,-0.132836807,-1.10046641,-1.318794371
5.34E-02,-0.021395644,0.996970549,0.668359111,-0.109525336,-0.119461597,-0.071588823,0.173263029
1.31E+00,0.022593517,0.101465828,-0.286991152,-0.085962782,0.72182178,1.075124179,1.266693298
-1.04E+00,-0.311030065,-0.962612191,-1.49729403,-2.068651647,-1.006547399,-0.298844662,0.808042381
-1.75E+00,-0.378225349,0.098423425,-0.737277957,0.163488476,-0.522815482,-1.602919049,-1.573303011
1.75E+00,0.901419401,0.355320631,0.38509776,-1.654919828,-0.846488935,-0.821745405,-1.994247262
2.08E-01,-1.574716646,-1.81119796,-1.477681154,0.366207634,-0.61451466,-0.279469906,-2.454953059
9.26E-02,-1.045067605,0.574324677,-0.629734379,1.11018123,-0.09179027,-0.007162192,-0.281312616
6.70E-01,0.188416769,0.10628223,-0.509597491,0.889387312,1.392688359,1.053212284,0.65496523
1.00E+00,0.531271954,-1.300285543,-1.780310374,-2.299034328,0.086251766,0.324864665,-0.847172784
4.88E-01,-0.990751798,2.044520292,-0.473238514,1.305906961,-0.221300918,0.118162009,0.88391507
1.40E+00,0.893126304,-0.175513646,0.529141535,0.513789107,1.28564153,0.245444297,1.940530435
3.29E-01,-0.341474657,-0.832811635,-0.712869669,-1.682796037,-0.315449772,0.193200144,-0.071437065
-9.36E-01,0.213435376,0.094703655,0.15153143,2.692260754,1.175148532,1.31303755,1.446018002
2.23E+00,2.016102859,0.146593341,1.402459795,1.298253126,1.065479728,0.917546856,1.844861302
8.05E-01,0.926425442,0.965084885,0.005838081,-0.917853576,-0.141167933,1.600373153,1.402846242
-1.28E+00,-1.175362158,-0.654560493,-0.80222475,-0.024421139,-0.55133323,0.518879378,-0.67813918
1.84E-01,-0.872777527,-1.619034575,-1.533896365,-1.168491595,-0.84811071,0.464570303,-0.595209265
3.46E-01,1.408425644,1.088083136,0.945075906,-0.912804268,1.369340253,-1.362587257,1.310933915
-4.43E-02,1.133288817,-0.145957723,0.227833253,0.478930198,0.186889063,1.169092163,0.562123246
1.18E+00,0.887104693,0.106807946,0.666635053,-0.389670644,-0.319538312,-0.103078097,0.753278634
1.80E+00,1.447346579,-1.58357777,-0.522672587,-2.152757993,-1.154620318,-0.450206846,0.324041364
-1.03E-02,-0.947723043,-1.091242412,-0.254556016,-2.00500442,1.627367593,-1.266539843,0.17393535
-2.34E+00,-1.863925428,-0.58989845,-1.280656755,-1.809055403,0.475194268,-0.687304244,-0.72873022
-5.64E-01,-1.129381912,-1.532974398,-1.620618086,-2.432194914,0.839025052,2.163019217,-1.597489335
9.50E-01,0.593797448,0.40779498,-0.620636929,-0.641118199,0.500577597,1.387460531,-0.105850617
2.31E-01,1.270883945,1.467620576,-0.939371401,1.807051776,-0.663506916,-1.883621529,-0.27004561
6.25E-01,-1.044349888,0.553595332,0.685055417,0.727550425,-0.952963009,-0.398935443,-0.168661203
-1.17E+00,-0.128062035,-1.375508069,-0.253104617,-1.237838272,0.338643598,0.68223323,-1.315517642
2.06E+00,1.297980632,-1.328705462,-1.259353751,-1.415051691,0.530394788,1.005498835,-0.076347836
1.25E+00,1.580538347,1.724260537,1.367999831,0.963151771,-1.987813601,-0.20777376,-1.2198297
1.66E+00,0.40840881,-1.315524416,-1.437590811,-1.175227411,-0.571685387,-1.366962609,-0.445843417
1.90E-01,0.642160398,1.789024973,0.404005579,0.085739454,-0.949616339,0.387464475,-0.621662875
-6.09E-01,-1.283934631,-1.334001952,0.821556695,-1.55370268,0.426534611,0.502764801,0.47570392
-1.17E+00,-1.383724644,-1.192987356,-2.120573835,-1.158520621,0.100657101,-0.516782636,-2.924159007
2.05E+00,1.58175498,0.030417365,-0.692616279,-0.159480588,-0.502436771,-0.557263286,-0.383375135
1.01E+00,-0.996756109,1.74558098,-0.189393493,0.823678435,-2.427289121,-0.590548897,-0.587608751
-1.25E+00,-0.353572293,-0.052280964,-0.155534577,-0.723778531,0.492988055,0.509823693,1.39818923
-5.05E-01,0.372021986,-0.340111396,-1.794536702,-1.086855931,-1.062334821,-1.801822493,-2.15700916
-1.70E-01,-1.249185183,-0.602614878,1.342096889,-0.584157037,1.840280735,1.029524708,1.425761273
1.04E-01,-1.478454239,-0.504898051,-0.686850995,-0.043265008,-0.830226679,-0.325176052,-0.576797548
1.14E+00,1.205607825,0.265340899,0.463797025,0.549919121,-1.436529932,-2.449338075,-1.819147102
6.14E-01,-0.860800058,0.743783615,0.10681254,0.256831192,-1.194228032,-0.064542096,-1.194478794
3.73E-02,-0.127376246,0.630306616,1.079865272,0.14031176,2.368524934,1.692496536,2.182939548
2.27E-01,-1.735297742,-0.713757382,1.733972427,-0.208846039,-0.502674127,0.238417381,1.023933711
-5.54E-02,0.3573754,-0.334963047,-0.507164245,-0.606235141,0.340707044,-0.418281829,-0.117637425
5.83E-01,0.938459457,-0.522010206,-0.570696032,-0.819005826,-0.472634868,-1.130142836,-0.688583086
9.55E-01,1.578816113,1.132633098,0.119399541,1.615113065,0.639821088,-0.323839444,0.166864434
2.27E-01,-0.275204815,1.353553107,1.460643464,0.139385157,1.323321075,0.672602526,0.463100645
-1.93E+00,-1.946439247,-0.246691159,-0.86202808,-0.783277452,-0.20061637,-0.448579319,0.048218828
-4.12E-01,0.407024624,0.582413081,-0.624088408,-0.030005671,-3.308658994,-2.023753332,-0.803939641
-6.61E-01,-1.286313444,-1.197911014,-0.10720774,-2.381803882,-0.333499927,0.157818181,-0.56755514
9.25E-01,-0.020782637,-0.964846814,-1.87927258,-0.651186519,0.911931929,0.818020808,-0.917459126
6.35E-01,-0.55291169,-0.505715235,-1.088376398,0.537783993,-0.935930473,-1.68975625,-0.013464831
-1.91E+00,-1.32873591,-0.30393353,-0.317043416,-1.348636986,0.15021526,0.306481628,0.798924224
3.88E-01,0.36641472,-0.070392402,-0.345294598,0.957014049,-1.099471227,-1.340508974,-0.678896305
3.68E-01,-1.133907808,2.387190319,0.356081493,0.920527195,-1.171601941,-1.72015126,-0.400677783
1.09E+00,1.961032176,0.864574543,0.439027956,-0.08746495,0.817463372,0.422818539,1.069978965
-2.44E-01,-0.714923254,-0.016572133,1.183858363,-0.124278202,-1.049535347,-0.620752268,0.11066108
1.39E+00,0.999361295,-0.317641368,0.968177126,2.012092756,0.899801637,0.486864347,0.885569626
4.74E-02,0.215246373,-1.722472499,0.64738013,-0.461494211,0.286661177,2.142325764,0.529707107
3.75E-01,-0.404996328,0.170074712,1.055990353,0.31920029,1.672652891,1.712098007,0.939505378
-1.01E+00,-0.558104299,-0.209304715,1.131283331,0.409318818,0.794836509,0.842282001,0.250135244
1.64E+00,2.469024485,2.963274958,0.079836659,0.511452603,-1.944761483,-2.068721633,-0.453545542
-1.09E+00,-1.491371162,0.459497586,0.399897662,1.03026855,-1.875384245,-1.900027465,-0.238230552
4.88E-01,0.497139655,0.436952785,-0.141302477,-0.178499386,0.158804634,1.005394224,-0.382483615
-2.70E-01,0.061327016,0.394285811,-0.554935777,-0.163058368,-0.764382798,0.511056977,-0.134731582
-1.15E+00,-2.443207104,-0.008785214,-0.850695964,-0.233076266,-1.270578997,0.74915395,0.381734894
-1.27E+00,-0.466137753,0.60474079,-0.551325039,-0.178877404,-0.342702586,-2.249242617,-0.97557276
-7.87E-01,-0.791032223,0.40862991,0.824214182,0.708075129,-1.384981513,-0.594498212,1.986940646
4.95E-01,-1.141495505,0.33561376,0.785925878,0.823607706,0.656476343,0.919051993,2.152623014
-6.24E-01,-0.830157423,-0.012085762,-0.88260456,-0.032670885,-0.002221454,0.393712443,0.606720458
-1.26E+00,-1.590244375,1.154880518,0.165615634,2.09902071,-1.049967808,-0.775016927,-0.342360571
1.60E-01,0.094804428,-0.364533813,-0.141844283,-0.125155246,-0.118145917,-0.419349828,-1.130591511
7.25E-01,0.124845482,-0.223978342,-0.287228793,0.39343408,0.265124437,-1.21634014,0.545692524
-1.02E+00,-0.495111845,0.831588258,1.104368546,0.615703363,-1.807074002,-0.635363313,-0.177766776
-4.99E-01,0.4817539,-2.300668936,-1.308304823,-0.295667905,0.828821954,-0.404283794,0.224141527
-8.22E-01,-0.735470144,-1.448131122,0.179638797,-0.959138838,1.609097931,0.708851863,0.632513226
1.32E-01,-0.871874886,-0.232481409,-1.316314512,-0.636161656,-0.889938667,-2.092832758,-0.031523054
1.67E+00,0.66080765,-0.689721576,-0.062341854,-0.960557246,0.541239777,0.146519964,0.510616851
9.61E-01,1.060471863,-0.035975413,0.255353759,0.14527011,0.039076269,-0.786372297,-0.94792506
-1.02E-01,0.82261127,2.061143454,1.148711109,1.616598318,0.046343087,-0.356098158,0.028568136
-1.36E-01,-0.067913273,0.447842897,0.685330433,0.412665119,0.040187113,-0.2978974,0.255272215
1.27E+00,1.308784031,-0.732618665,1.133679567,0.942810854,0.598875038,0.617078558,-1.02297511
-9.49E-01,0.538176802,-1.342240526,-0.501281418,-1.593276189,2.871560934,1.222523853,-1.223918897
3.22E-01,-0.628206298,-3.164115166,-1.375075071,-1.128289927,1.405066826,1.28537124,-0.200003548
-5.39E-01,-0.886845108,0.066418171,-0.396045003,-0.612120871,1.109352837,1.677774822,0.617047146
2.17E+00,0.0025243,-0.899539452,-1.419206923,-1.878499508,0.414705736,-0.352269084,0.384483215
3.98E-01,0.861050473,-0.419590045,-1.413802248,-0.004461916,-0.695962259,-0.913898903,-0.917426636
5.66E-01,-0.171221424,-0.612187449,0.303821938,0.848656181,0.443120659,1.838467017,0.07046864
8.22E-02,-0.505512723,-0.171939616,-0.195959696,2.180957825,0.885191179,1.998404196,0.231209938
6.09E-01,0.636438867,0.587615464,-0.722547404,0.077542203,-0.01025457,-0.08479856,0.093936178
-6.86E-01,-0.924484403,-0.072175362,-1.667222929,0.829829694,-1.716153153,-1.708851248,-1.280836757
-1.28E+00,-2.138621078,2.740338636,0.990871302,1.732759878,-2.254680272,-2.746050108,0.854470278
-5.26E-01,-1.657358526,0.424495027,-0.902682771,0.082919398,-1.244695068,-0.649943558,0.807438156
-1.74E+00,-1.113085164,1.95768543,2.028331405,0.469486113,-0.58089636,-0.149147877,-0.261228956
-2.76E-01,-0.387219178,0.417337323,1.840542829,-0.398778453,1.14071223,-0.369859905,0.995728539
-1.17E+00,-1.613714824,-0.486568186,1.129107295,-0.959804398,-0.401424436,0.09693089,0.522189135
3.59E-01,-0.441843487,-0.172369732,-0.765139568,-0.111606439,-0.10129535,-0.530314977,-0.265316847
-3.98E-01,-1.445911828,-0.224188943,0.146379136,0.886710275,-0.492459018,-1.11874561,-0.863663399
1.21E+00,1.418301688,-0.417379263,0.169420249,-1.154753402,2.067061684,1.051278278,0.870799283
-2.44E+00,0.113322292,0.034488077,-0.25554883,0.440220844,-0.141769922,-1.07976031,0.207753666
-9.70E-01,0.794128545,-1.518527374,-0.783244461,-1.884794055,-0.64015553,-1.055062279,0.422407885
4.71E-01,0.371479117,-2.510508206,-3.109222522,-2.790885833,-1.27847064,-2.867814379,-3.332007703
2.97E-01,0.149491987,-1.760782509,0.064102266,-0.341994627,1.462296101,0.627799456,0.416431021
1.49E+00,0.060946866,0.092024956,0.641965919,-1.255052946,0.819955155,0.782286794,1.620136927
2.59E-01,0.667728516,-3.120205756,0.274659174,-1.320767925,1.958916649,3.506197746,1.131129543
-1.01E+00,0.140102333,1.572489673,1.361257398,1.290699578,0.180468562,0.154941113,1.024349672
-3.55E-01,-0.488310983,-0.297246639,1.217546488,-0.601617842,1.90319197,-0.610893895,1.79145671
-1.43E+00,0.107670765,-1.482453453,0.404020411,-0.129637862,0.455315383,0.245341253,1.010896836
9.97E-02,0.084993645,-0.525451978,-0.325031857,0.090908506,1.739429352,0.271350793,0.98907479
-5.60E-01,-0.765694189,-0.424354773,2.637216496,0.682280643,1.524665557,1.885061523,1.577178949
-1.99E-01,-0.961219897,-0.220393459,-1.318981784,-0.718853748,-1.312398049,-1.60348143,-0.486951069
9.73E-01,1.330602116,-1.716504542,0.912400124,0.366295325,2.042914202,1.898518098,1.287551936
3.08E+00,1.121035903,0.079769538,-0.1843391,0.660557095,-1.001556793,-1.346272324,-1.847458174
1.30E-01,0.320966343,1.084377719,0.11870052,0.194323927,0.245760289,0.130211209,-0.364361473
4.56E-02,-0.23970719,-0.574161135,-0.656811343,0.667201842,-0.193489082,0.190100672,-0.093608148
2.54E-01,-0.56703859,1.409595731,1.6972464,1.174124734,1.075220829,0.643028987,1.773624653
-1.38E+00,-1.734780364,0.459160648,-1.616472179,-0.671287692,0.196397811,0.637884459,0.243312297
6.24E-01,-0.065247699,1.913657034,1.327036311,0.853262126,0.292004129,0.042967221,0.659278007
1.31E+00,2.263297374,0.587537975,0.871478506,2.231769552,0.935152944,1.287816256,0.922958132
-1.30E+00,-2.637521608,-0.390598004,-0.862264023,-0.057926165,0.881970542,1.013375371,1.817978739
-6.03E-01,0.12186977,-0.025909473,-0.241729019,-0.234332003,-0.000592184,0.225052793,0.26166644
2.91E-01,-0.413478463,-0.205211619,-0.110174342,-0.176333311,0.138302857,0.576696182,-1.036778994
-1.46E+00,-0.749599701,-1.366187902,-0.350572712,-1.195326256,0.6619453,0.165468666,-1.505269807
7.01E-01,0.692021274,0.703289498,2.62206073,0.912050419,0.709275296,1.670539249,1.742067277
-1.13E+00,-0.244304576,0.503680516,0.821586682,-0.38654792,-0.580465366,-0.831491415,0.398944003
-3.37E-01,0.794456244,1.0056899,0.378128291,0.731706618,-1.662417749,0.931436907,-0.278174484
-1.78E+00,-1.678846588,0.98487265,-0.432058101,-0.747048814,-0.990017428,0.529891663,0.555276278
-5.99E-01,-0.909975166,0.687767431,-0.170283444,0.751265573,0.143706001,-0.824362524,0.377325106
1.07E+00,1.568573949,0.267061619,-1.172165012,-0.813279669,1.144016871,-0.505285635,1.262679485
1.52E+00,1.265425674,1.55581532,0.635992259,-0.202804715,-0.433788947,-0.175045596,-0.724585336
4.73E-01,1.87151406,1.412679216,0.303632692,1.455436783,-0.076336171,-1.3047396,0.316848273
-4.34E-01,-0.08114139,-0.452498672,0.478869152,0.428149914,-0.751222809,2.115447687,0.91114599
3.78E-01,1.268187434,0.364704293,1.337780573,-1.23533471,-1.015333311,0.691758223,1.244021812
-7.50E-01,0.437647803,1.374943173,0.322071814,-0.041077746,-0.682478061,0.218580729,-0.773605622
8.23E-01,0.926492158,-0.864513813,0.04519174,0.632353213,0.268115902,1.901214927,0.303021956
8.19E-01,-0.968507061,-1.05223486,-0.571506196,-0.321289008,-0.342209796,1.075938705,-0.111110806
5.18E-01,0.057276504,-0.93336964,-1.354197436,0.273034103,-1.01790336,-0.711844476,-1.281132941
-3.17E-01,-1.056885081,-0.226590942,1.772668807,0.680281036,1.25807911,0.592492674,1.050385573
1.35E+00,-0.560448986,1.616313697,1.084800994,0.269420594,0.113209421,0.276119428,-0.075864265
2.02E+00,1.996631755,0.483625625,1.275772984,-0.000878016,0.441114535,1.302490355,0.718874195
8.09E-01,0.723415423,0.320569153,0.980052522,1.448989917,1.289812844,-0.136326505,0.440963864
-7.74E-03,-0.841162533,0.529628233,-0.349031451,-0.341317826,0.760766838,-0.256102142,-0.377507817
5.14E-01,0.509105717,0.694458154,0.150692221,1.001806297,0.075143515,-0.00199248,-0.142385959
3.18E-01,0.349702797,-0.818140386,0.044495832,0.110081801,0.600862691,0.44998765,0.041041477
1.89E-01,1.818528647,0.311760927,0.57174774,0.512664596,-0.33769254,0.272572948,0.991194873
3.03E-01,0.369152656,0.124169241,0.709324194,-0.146113901,0.915593653,-0.110373805,0.832737591
-4.81E-02,1.623546045,1.364043091,1.379156451,1.16133494,-0.145057137,-0.666390499,0.508069695
-2.15E+00,0.658910004,-1.110294694,-0.194178463,-0.493095724,-0.18590415,-0.440558722,-0.242147721
-5.90E-01,-1.015451091,0.914092744,-1.648245357,-0.197410937,-0.382348099,-1.107290794,-0.245210572
7.70E-01,0.660514255,-1.340179565,-0.081045322,-1.044014845,2.504675465,2.011699562,1.350556227
-4.08E-01,-1.706543071,0.934975657,-0.232171982,-0.863900627,0.9949744,0.383680078,0.53206528
1.28E+00,-0.462180615,-0.706557983,0.19383236,-0.831425158,0.144304787,-0.860048265,-0.987573848
1.12E+00,0.291157064,-0.401221986,-0.916614061,-0.444705428,-1.228294965,-0.919951855,-0.943121182
6.14E-01,0.092981514,0.605902776,0.104648548,0.818713458,0.60772248,-1.371527238,0.321569764
6.72E-02,-0.169987695,0.69823278,-0.002361288,0.200334565,0.653885595,1.075577259,-0.740403247
1.43E+00,0.487742193,-0.280425528,-1.189631053,-0.638277913,0.048042901,-0.618337574,1.614926737
-4.45E-01,-0.644288178,0.332626568,-0.327900656,-0.940072828,0.424212374,-1.557512158,-0.729259177
-3.77E-01,-0.556990402,0.386972879,0.617386857,0.630797915,-1.365511804,-0.803738113,0.201553277
-7.71E-01,-0.70983702,1.802765379,2.480718737,2.485091515,-0.342679794,0.709438587,1.230950609
-3.01E-01,0.110497691,-0.335985087,0.164848513,-0.002457619,0.185093527,2.179521887,0.072456133
-4.61E-01,-0.267785827,-1.417027372,-0.946648401,0.022421691,1.03788881,-1.305038315,-1.680003732
-1.60E+00,-0.009909933,-0.023062443,-0.369337036,-1.43068966,0.279859091,0.412982182,1.050940491
7.25E-01,0.803278456,1.443212874,1.196918807,1.085200398,1.488658342,-0.346415922,2.206417315
1.40E+00,0.754373355,1.080520117,0.734850171,1.310553683,-0.211295326,0.068578646,0.22314624
-1.01E+00,-2.073856899,0.011193756,-0.210715578,-0.650653199,0.039173076,0.77986041,0.241836234
-8.70E-01,0.469791205,-0.065942735,1.283497123,-0.026222091,0.306079196,-1.638808397,-0.598665602
-4.56E-03,-0.489689416,-1.680650828,-1.308407138,0.047366025,0.902489256,0.338228835,0.4916416
3.07E-01,-0.398534393,-0.850336366,-1.45129741,1.353335841,-1.693671066,-2.258096814,-1.873415819
-3.91E-01,-0.479082437,-0.21039215,0.520015005,0.924292983,-1.202593041,-0.074456547,-0.832837444
-2.26E-01,-0.147817633,-2.2766822,-1.404657836,-1.661754569,1.516463479,1.680555069,-1.101570351
-2.53E+00,-0.947144812,-0.052340463,2.110662893,-0.164602769,1.603427437,-0.057715241,1.798958893
1.67E-01,0.301198946,-0.936062347,-0.379113589,-0.194205376,-0.333193013,0.069235037,0.62574464
5.06E-01,1.171257979,-0.255281407,-0.324684153,0.002753851,-1.466442538,-1.027150734,-0.108650116
4.15E-01,0.80333371,0.738717045,-0.675758917,0.810934122,-0.803779542,-2.115052023,-0.363026879
7.86E-01,1.120272589,-0.224194276,-0.176530313,0.218714872,0.106045148,-1.419548002,-0.050738044
-8.17E-03,-0.887664269,-0.245264482,-0.817570909,-0.783808531,0.136186155,0.26709616,0.588649921
1.05E-01,-1.386218386,0.125845043,-0.246856513,0.276019772,-0.105657381,0.529043327,-0.028102551
1.58E+00,1.629026505,-0.804342589,-0.235955337,-1.623444469,-0.096743798,2.623919407,-0.116395326
-6.78E-01,-1.898202212,0.752532153,-2.124948527,0.719966036,-1.312741772,-0.96303423,-0.475415021
-2.52E-01,-1.034591719,0.975964209,0.073223295,0.869431808,-0.687705823,-1.189096995,-2.092460004
1.36E+00,1.130835987,-0.80971478,-0.43761815,-1.390794928,1.799095407,1.003533404,-1.677186086
1.37E+00,-0.724977254,-0.498929423,0.186941354,0.048393592,-0.440856849,-0.314682963,0.636401323
-6.95E-01,-0.552239988,-0.416601584,-0.365600408,1.049419424,-0.699179409,-0.156701514,0.46045652
1.41E+00,-0.807589082,-0.783122772,-1.338201066,-1.326352549,-1.332100755,-1.564275369,0.10838517
-9.75E-01,-0.486976775,0.03156813,1.44071133,1.095389123,1.261586407,-0.195836132,0.840013927
-1.09E+00,-1.100320136,-0.775637972,-0.55964725,0.033682326,-0.25046869,-1.961819376,0.656857672
1.28E+00,-0.143424869,0.15919258,1.552290201,0.606950405,0.483448586,-0.270215366,0.610046248
1.52E+00,1.197168277,0.542124883,-0.584144014,0.281420793,0.274558674,-0.110842623,-0.301999496
-7.11E-01,-0.692652428,-1.267393596,-1.35385106,0.399882882,-0.01561458,-1.196830888,-0.900427908
1.02E+00,0.92953454,0.900419661,-1.66264728,0.726717229,-1.303027177,0.347133781,-1.519610832
-8.38E-01,-0.439693179,0.563751753,-0.795021943,-0.3814961,-0.229048565,0.927345096,-0.776952281
9.24E-01,1.12722854,-0.885555944,-0.302764017,-0.518475213,0.730364264,-0.151218124,-0.240012618
1.30E+00,-0.011028935,-0.516109474,-0.024275634,-0.123534391,-0.253880793,0.008619999,1.617029228
2.72E-03,1.470907123,-0.105321128,0.782246755,-0.419571738,-0.419072973,0.922151012,0.012189148
-3.33E-01,0.231780122,-0.277973441,0.998739269,1.032294717,1.203281363,-0.204519039,1.526703684
-7.07E-01,0.086102485,-1.198751613,1.769075065,-0.641510053,1.321175215,1.49581349,0.034774123
-8.42E-01,-0.126805144,0.110200181,-0.149185181,-0.836070088,-0.086259724,-0.762267817,-0.263309992
-9.71E-01,0.230987328,-1.530935691,-0.438662157,-0.722195278,0.671612372,0.830423647,-0.342490151
-5.27E-01,-0.451143867,-0.095227568,0.196150234,0.076037564,-1.276987961,0.280245849,-0.254070813
-1.51E-01,-1.188351539,-0.291928124,-0.689767348,-0.949517211,-0.810902474,-0.428510064,0.053757058
-4.26E-01,-0.620640892,0.025573325,-0.420110673,-0.108952228,-1.02106838,-2.066888911,-0.048251979
3.38E-01,1.585841561,-1.302950509,-2.19127354,-1.587948239,0.119079104,-0.194492979,-1.034172125
